timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-11T02:55:38,embedding_extraction,7c8411ee-fa30-4d9b-a425-da8903170c2d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.186406889000864,0.00019266514754358871,1.1210321551673059e-05,42.5,64.0247197978814,10.0,0.0002027769206444418,0.0003012046854080075,4.7709941444443555e-05,0.0005516915474968929,0.0,United States,USA,nevada,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67142105102539,machine,96.5529411764706,58.529411764705884,32.33529411764706,3.7589028302360985,N,1.0,0.0
