timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-11T03:00:44,aco_optimization,09d7db1b-8b4c-4e11-94f2-f6f8b5cd1826,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.04116037099993264,5.004581330838486e-07,1.2158737176704934e-05,42.5,87.79744041854582,10.0,4.3479085486271493e-07,8.98889607997555e-07,9.936814722095733e-08,1.4330486100812273e-06,0.0,United States,USA,nevada,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67142105102539,machine,0,0,0,0,N,1.0,0.0
