timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-11T02:59:28,classical_svm,eadefbc5-ea01-426c-bdb7-705338ffca82,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,219.86657815500075,0.0017848350981211018,8.117809960469914e-06,42.5,31.197769343998235,10.0,0.0025948922376271147,0.0019053854131960146,0.0006105503835333417,0.005110828034356472,0.0,United States,USA,nevada,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67142105102539,machine,63.50182648401827,0.0,35.52328767123288,4.163806532071606,N,1.0,0.0
