timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-11T03:00:08,classical_rf,88ad0052-d13a-424b-9bd9-3806ef2e392c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,39.09276630400018,0.0003156126734678038,8.073429007645046e-06,42.5,30.75275011180537,10.0,0.0004612749156333482,0.0003339422115980206,0.00010853140463888546,0.0009037485318702543,0.0,United States,USA,nevada,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67142105102539,machine,99.95526315789475,0.0,36.06315789473685,4.232900017186215,N,1.0,0.0
