timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-11T03:00:30,classical_xgboost,b9da5255-4f67-44e3-a908-2d01f156bf8e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.30326320200038,0.00023174191287778353,1.087823544592093e-05,42.5,60.692057559822764,10.0,0.00025142948709581237,0.00035300083795600234,5.915650508055075e-05,0.0006635868301323654,0.0,United States,USA,nevada,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.13,3.2.6,2,Intel(R) Xeon(R) CPU @ 2.00GHz,1,1 x Tesla T4,-115.1164,36.1685,12.67142105102539,machine,59.214285714285715,77.76190476190476,37.00952380952381,4.352677118210566,N,1.0,0.0
